          11  2.821417716465380E-004
          13  1.966367006467351E-005
          15  5.673339474765449E-006
          17  3.720186014022353E-006
          19  2.453725498452464E-006
          21  1.675182210614246E-006
          23  1.178278048130643E-006
          25  8.506854323186985E-007
          27  6.283857709732388E-007
          29  4.736138822236668E-007
          31  3.633682648107595E-007
          33  2.832240343364489E-007
          35  2.238913348051597E-007
          37  1.792413278911553E-007
          39  1.451411320019247E-007
          41  1.187478062547598E-007
          43  9.806997780525961E-008
          45  8.168948550935085E-008
          47  6.858096057715812E-008
          49  5.799264135575299E-008
          51  4.936625763729552E-008
          53  4.228229044667131E-008
          55  3.642201562570335E-008
          57  3.154081229528316E-008
          59  2.744914873176185E-008
          61  2.399887399917588E-008
          63  2.107322671918155E-008
          65  1.857946940742039E-008
          67  1.644341107720493E-008
          69  1.460529375219011E-008
          71  1.301667340580792E-008
          73  1.163803997616952E-008
          75  1.043698638625301E-008
          77  9.386787236387306E-009
          79  8.465288026116013E-009
          81  7.654036626725258E-009
          83  6.937591723321646E-009
          85  6.302973809546586E-009
          87  5.739230757306757E-009
          89  5.237078326558731E-009
          91  4.788623830798144E-009
          93  4.387124330484937E-009
          95  4.026806998957966E-009
          97  3.702708917252551E-009
          99  3.410550064586459E-009
         101  3.146629290462499E-009
